year,age,sex,people
2040,94,2,79203
2040,95,2,63890
2040,96,2,47273
2040,97,2,35243
2040,98,2,25501
2040,99,2,17951
2041,0,2,474267
2041,1,2,470883
2041,10,2,497275
2041,100,2,14232
2041,101,2,9713
2041,102,2,6108
2041,103,2,4079
2041,104,2,2733
2041,105,2,1912
2041,106,2,983
2041,107,2,540
2041,108,2,274
2041,109,2,158
2041,11,2,499933
2041,110,2,80
2041,111,2,28
2041,112,2,22
2041,113,2,7
2041,12,2,503327
2041,13,2,505052
2041,14,2,508008
2041,15,2,534289
2041,16,2,535359
2041,17,2,539867
2041,18,2,586961
2041,19,2,620275
2041,2,2,475292
2041,20,2,640617
2041,21,2,635184
2041,22,2,625615
2041,23,2,617612
2041,24,2,615194
2041,25,2,596702
2041,26,2,585189
2041,27,2,588780
2041,28,2,593142
2041,29,2,594256
2041,3,2,479613
2041,30,2,607967
2041,31,2,592137
2041,32,2,597305
2041,33,2,610559
2041,34,2,612220
2041,35,2,601804
2041,36,2,589631
2041,37,2,583865
2041,38,2,579388
2041,39,2,573878
2041,4,2,482878
2041,40,2,582789
2041,41,2,584335
2041,42,2,576899
2041,43,2,576426
2041,44,2,583817
2041,45,2,593259
2041,46,2,578093
2041,47,2,584064
2041,48,2,589249
2041,49,2,569563
2041,5,2,486919
2041,50,2,549065
2041,51,2,529903
2041,52,2,517287
2041,53,2,515624
2041,54,2,519487
2041,55,2,525870
2041,56,2,547110
2041,57,2,553761
2041,58,2,558788
2041,59,2,552978
2041,6,2,488650
2041,60,2,542726
2041,61,2,541490
2041,62,2,506572
2041,63,2,496245
2041,64,2,487067
2041,65,2,480421
2041,66,2,489068
2041,67,2,474111
2041,68,2,473673
2041,69,2,477919
2041,7,2,490128
2041,70,2,495468
2041,71,2,507236
2041,72,2,476130
2041,73,2,456177
2041,74,2,443021
2041,75,2,441162
2041,76,2,451682
2041,77,2,444392
2041,78,2,435344
2041,79,2,421291
2041,8,2,491234
2041,80,2,418014
2041,81,2,409326
2041,82,2,376318
2041,83,2,358544
2041,84,2,338527
2041,85,2,324101
2041,86,2,302534
2041,87,2,268325
2041,88,2,242202
2041,89,2,217247
2041,9,2,494200
2041,90,2,194800
2041,91,2,166223
2041,92,2,134988
2041,93,2,112954
2041,94,2,94315
2041,95,2,68167
2041,96,2,49936
2041,97,2,37048
2041,98,2,27701
2041,99,2,20072
2042,0,2,473363
2042,1,2,472591
2042,10,2,497519
2042,100,2,15877
2042,101,2,10128
2042,102,2,6902
2042,103,2,4341
2042,104,2,2924
2042,105,2,1985
2042,106,2,1076
2042,107,2,567
2042,108,2,318
2042,109,2,163
2042,11,2,500022
2042,110,2,101
2042,111,2,29
2042,112,2,13
2042,113,2,10
2042,114,2,2
2042,12,2,502788
2042,13,2,505751
2042,14,2,507355
2042,15,2,534164
2042,16,2,535229
2042,17,2,540017
2042,18,2,585234
2042,19,2,618717
2042,2,2,476411
2042,20,2,639524
2042,21,2,633653
2042,22,2,623635
2042,23,2,615758
2042,24,2,612718
2042,25,2,598055
2042,26,2,575632
2042,27,2,591604
2042,28,2,593981
2042,29,2,597815
2042,3,2,480508
2042,30,2,598091
2042,31,2,609133
2042,32,2,594322
2042,33,2,598819
2042,34,2,612741
2042,35,2,613748
2042,36,2,599166
2042,37,2,591903
2042,38,2,585776
2042,39,2,581961
2042,4,2,484418
2042,40,2,575753
2042,41,2,583683
2042,42,2,585536
2042,43,2,578070
2042,44,2,577741
2042,45,2,585543
2042,46,2,593305
2042,47,2,578628
2042,48,2,584213
2042,49,2,589825
2042,5,2,487404
2042,50,2,568915
2042,51,2,548072
2042,52,2,529302
2042,53,2,516710
2042,54,2,514940
2042,55,2,517644
2042,56,2,524566
2042,57,2,545396
2042,58,2,552095
2042,59,2,557537
2042,6,2,490462
2042,60,2,550710
2042,61,2,541249
2042,62,2,540068
2042,63,2,505274
2042,64,2,494235
2042,65,2,485596
2042,66,2,478568
2042,67,2,487029
2042,68,2,471837
2042,69,2,471363
2042,7,2,492093
2042,70,2,476249
2042,71,2,491710
2042,72,2,503324
2042,73,2,472005
2042,74,2,452512
2042,75,2,440868
2042,76,2,433443
2042,77,2,444484
2042,78,2,436611
2042,79,2,428337
2042,8,2,493186
2042,80,2,416444
2042,81,2,404406
2042,82,2,396071
2042,83,2,363941
2042,84,2,347006
2042,85,2,332683
2042,86,2,306003
2042,87,2,285318
2042,88,2,253194
2042,89,2,228164
2042,9,2,494282
2042,90,2,204711
2042,91,2,167946
2042,92,2,143095
2042,93,2,115972
2042,94,2,97305
2042,95,2,81173
2042,96,2,53374
2042,97,2,39114
2042,98,2,29249
2042,99,2,21956
2043,0,2,474102
2043,1,2,471796
2043,10,2,497706
2043,100,2,17482
2043,101,2,11181
2043,102,2,7255
2043,103,2,4941
2043,104,2,3134
2043,105,2,2138
2043,106,2,1187
2043,107,2,647
2043,108,2,342
2043,109,2,183
2043,11,2,500235
2043,110,2,100
2043,111,2,33
2043,112,2,11
2043,113,2,5
2043,114,2,7
2043,12,2,502804
2043,13,2,505265
2043,14,2,508165
2043,15,2,533485
2043,16,2,535182
2043,17,2,540099
2043,18,2,585548
2043,19,2,617015
2043,2,2,478142
2043,20,2,637908
2043,21,2,632566
2043,22,2,622035
2043,23,2,613830
2043,24,2,610978
2043,25,2,595651
2043,26,2,577091
2043,27,2,581937
2043,28,2,596937
2043,29,2,598545
2043,3,2,481709
2043,30,2,601655
2043,31,2,599265
2043,32,2,611372
2043,33,2,595843
2043,34,2,600986
2043,35,2,614317
2043,36,2,611155
2043,37,2,601392
2043,38,2,593835
2043,39,2,588318
2043,4,2,485422
2043,40,2,583919
2043,41,2,576572
2043,42,2,584918
2043,43,2,586790
2043,44,2,579415
2043,45,2,579512
2043,46,2,585580
2043,47,2,593842
2043,48,2,578840
2043,49,2,584715
2043,5,2,488872
2043,50,2,589159
2043,51,2,567919
2043,52,2,547509
2043,53,2,528680
2043,54,2,516110
2043,55,2,513127
2043,56,2,516419
2043,57,2,523049
2043,58,2,543731
2043,59,2,550833
2043,6,2,490993
2043,60,2,555312
2043,61,2,549305
2043,62,2,539996
2043,63,2,538672
2043,64,2,503403
2043,65,2,492775
2043,66,2,483736
2043,67,2,476586
2043,68,2,484737
2043,69,2,469819
2043,7,2,493876
2043,70,2,469793
2043,71,2,472808
2043,72,2,487857
2043,73,2,499094
2043,74,2,468368
2043,75,2,450387
2043,76,2,433348
2043,77,2,426630
2043,78,2,436875
2043,79,2,429613
2043,8,2,495277
2043,80,2,423501
2043,81,2,403211
2043,82,2,391767
2043,83,2,383526
2043,84,2,352451
2043,85,2,341163
2043,86,2,314278
2043,87,2,288835
2043,88,2,269443
2043,89,2,238847
2043,9,2,496103
2043,90,2,214976
2043,91,2,176095
2043,92,2,144181
2043,93,2,123343
2043,94,2,100081
2043,95,2,84046
2043,96,2,63564
2043,97,2,42039
2043,98,2,30884
2043,99,2,22995
2044,0,2,473925
2044,1,2,472553
2044,10,2,499541
2044,100,2,18358
2044,101,2,12464
2044,102,2,7912
2044,103,2,5200
2044,104,2,3591
2044,105,2,2275
2044,106,2,1264
2044,107,2,694
2044,108,2,400
2044,109,2,212
2044,11,2,500517
2044,110,2,99
2044,111,2,50
2044,112,2,18
2044,113,2,2
2044,114,2,4
2044,115,2,5
2044,12,2,502954
2044,13,2,505346
2044,14,2,507657
2044,15,2,534308
2044,16,2,534695
2044,17,2,539808
2044,18,2,585578
2044,19,2,617472
2044,2,2,477604
2044,20,2,636504
2044,21,2,630927
2044,22,2,621094
2044,23,2,612159
2044,24,2,609044
2044,25,2,594014
2044,26,2,574615
2044,27,2,583533
2044,28,2,587242
2044,29,2,601522
2044,3,2,483306
2044,30,2,602522
2044,31,2,602937
2044,32,2,601459
2044,33,2,612968
2044,34,2,598124
2044,35,2,602441
2044,36,2,611761
2044,37,2,613536
2044,38,2,603276
2044,39,2,596394
2044,4,2,486515
2044,40,2,590238
2044,41,2,584695
2044,42,2,577793
2044,43,2,586201
2044,44,2,588276
2044,45,2,581198
2044,46,2,579662
2044,47,2,586220
2044,48,2,594037
2044,49,2,579412
2044,5,2,489983
2044,50,2,584082
2044,51,2,588146
2044,52,2,567281
2044,53,2,546963
2044,54,2,528096
2044,55,2,514318
2044,56,2,511747
2044,57,2,514992
2044,58,2,521548
2044,59,2,542522
2044,6,2,492543
2044,60,2,548693
2044,61,2,553888
2044,62,2,548032
2044,63,2,538759
2044,64,2,536396
2044,65,2,501929
2044,66,2,491023
2044,67,2,481979
2044,68,2,474381
2044,69,2,482718
2044,7,2,494504
2044,70,2,468354
2044,71,2,466430
2044,72,2,469396
2044,73,2,483828
2044,74,2,495218
2044,75,2,466276
2044,76,2,442869
2044,77,2,426720
2044,78,2,419403
2044,79,2,429950
2044,8,2,496877
2044,80,2,424945
2044,81,2,410037
2044,82,2,390689
2044,83,2,379591
2044,84,2,371605
2044,85,2,346562
2044,86,2,322457
2044,87,2,297035
2044,88,2,273105
2044,89,2,254507
2044,9,2,498302
2044,90,2,225271
2044,91,2,185054
2044,92,2,151278
2044,93,2,124247
2044,94,2,106621
2044,95,2,86379
2044,96,2,65740
2044,97,2,50132
2044,98,2,33184
2044,99,2,24542
2045,0,2,474582
2045,1,2,472359
2045,10,2,501655
2045,100,2,19615
2045,101,2,13131
2045,102,2,9015
2045,103,2,5635
2045,104,2,3789
2045,105,2,2626
2045,106,2,1337
2045,107,2,761
2045,108,2,425
2045,109,2,244
2045,11,2,502395
2045,110,2,128
2045,111,2,49
2045,112,2,21
2045,113,2,8
2045,114,2,2
2045,115,2,1
2045,116,2,3
2045,12,2,503252
2045,13,2,505437
2045,14,2,507774
2045,15,2,533829
2045,16,2,535490
2045,17,2,539615
2045,18,2,585373
2045,19,2,617522
2045,2,2,478173
2045,20,2,636992
2045,21,2,629557
2045,22,2,619471
2045,23,2,611380
2045,24,2,607394
2045,25,2,591977
2045,26,2,573014
2045,27,2,581092
2045,28,2,588909
2045,29,2,591871
2045,3,2,482925
2045,30,2,605411
2045,31,2,603785
2045,32,2,605095
2045,33,2,602934
2045,34,2,615223
2045,35,2,599797
2045,36,2,599981
2045,37,2,614066
2045,38,2,615508
2045,39,2,605894
2045,4,2,488175
2045,40,2,598222
2045,41,2,591043
2045,42,2,585969
2045,43,2,579083
2045,44,2,587570
2045,45,2,590127
2045,46,2,581398
2045,47,2,580218
2045,48,2,586422
2045,49,2,594589
2045,5,2,491154
2045,50,2,578855
2045,51,2,583085
2045,52,2,587458
2045,53,2,566610
2045,54,2,546376
2045,55,2,526295
2045,56,2,513095
2045,57,2,510358
2045,58,2,513517
2045,59,2,520373
2045,6,2,493681
2045,60,2,540426
2045,61,2,547333
2045,62,2,552573
2045,63,2,546759
2045,64,2,536706
2045,65,2,534803
2045,66,2,500219
2045,67,2,489163
2045,68,2,479898
2045,69,2,472334
2045,7,2,496062
2045,70,2,481189
2045,71,2,465213
2045,72,2,463264
2045,73,2,465749
2045,74,2,480099
2045,75,2,492897
2045,76,2,458660
2045,77,2,436215
2045,78,2,419721
2045,79,2,413047
2045,8,2,497662
2045,80,2,425330
2045,81,2,411693
2045,82,2,397555
2045,83,2,378524
2045,84,2,367957
2045,85,2,365155
2045,86,2,327910
2045,87,2,304719
2045,88,2,280866
2045,89,2,258039
2045,9,2,499892
2045,90,2,240328
2045,91,2,194426
2045,92,2,159482
2045,93,2,130743
2045,94,2,107344
2045,95,2,92237
2045,96,2,68011
2045,97,2,51983
2045,98,2,39706
2045,99,2,26338
2046,0,2,475297
2046,1,2,473068
2046,10,2,503333
2046,100,2,21092
2046,101,2,14110
2046,102,2,9529
2046,103,2,6540
2046,104,2,4050
2046,105,2,2714
2046,106,2,1539
2046,107,2,785
2046,108,2,461
2046,109,2,253
2046,11,2,504415
2046,110,2,159
2046,111,2,54
2046,112,2,19
2046,113,2,12
2046,114,2,5
2046,115,2,1
2046,116,2,1
2046,117,2,2
2046,12,2,505215
2046,13,2,505830
2046,14,2,507839
2046,15,2,533978
2046,16,2,534989
2046,17,2,540397
2046,18,2,585263
2046,19,2,617534
2046,2,2,478074
2046,20,2,637225
2046,21,2,630035
2046,22,2,618163
2046,23,2,609818
2046,24,2,606585
2046,25,2,590382
2046,26,2,571055
2046,27,2,579410
2046,28,2,586561
2046,29,2,593671
2046,3,2,483445
2046,30,2,595706
2046,31,2,606639
2046,32,2,606031
2046,33,2,606705
2046,34,2,605217
2046,35,2,616820
2046,36,2,597375
2046,37,2,602376
2046,38,2,615989
2046,39,2,618128
2046,4,2,487854
2046,40,2,607852
2046,41,2,599079
2046,42,2,592396
2046,43,2,587275
2046,44,2,580495
2046,45,2,589461
2046,46,2,590294
2046,47,2,581997
2046,48,2,580428
2046,49,2,587066
2046,5,2,492853
2046,50,2,593995
2046,51,2,577919
2046,52,2,582432
2046,53,2,586621
2046,54,2,565860
2046,55,2,544543
2046,56,2,525020
2046,57,2,511681
2046,58,2,508918
2046,59,2,512442
2046,6,2,494858
2046,60,2,518471
2046,61,2,539243
2046,62,2,546247
2046,63,2,551323
2046,64,2,544693
2046,65,2,535107
2046,66,2,532905
2046,67,2,498291
2046,68,2,487074
2046,69,2,477932
2046,7,2,497229
2046,70,2,470957
2046,71,2,478031
2046,72,2,461942
2046,73,2,459598
2046,74,2,462152
2046,75,2,477989
2046,76,2,485007
2046,77,2,451647
2046,78,2,429457
2046,79,2,413374
2046,8,2,499165
2046,80,2,409110
2046,81,2,412572
2046,82,2,399347
2046,83,2,385391
2046,84,2,366942
2046,85,2,361853
2046,86,2,345882
2046,87,2,310541
2046,88,2,288294
2046,89,2,265726
2046,9,2,500708
2046,90,2,243747
2046,91,2,207359
2046,92,2,167185
2046,93,2,137806
2046,94,2,112976
2046,95,2,92957
2046,96,2,72854
2046,97,2,53815
2046,98,2,41436
2046,99,2,31491
2047,0,2,475726
2047,1,2,473698
2047,10,2,504178
2047,100,2,25314
2047,101,2,15217
2047,102,2,10223
2047,103,2,6975
2047,104,2,4798
2047,105,2,2977
2047,106,2,1603
2047,107,2,929
2047,108,2,471
2047,109,2,275
2047,11,2,506116
2047,110,2,168
2047,111,2,73
2047,112,2,19
2047,113,2,10
2047,114,2,3
2047,115,2,1
2047,116,2,1
2047,12,2,507204
2047,13,2,507865
2047,14,2,508233
2047,15,2,534019
2047,16,2,535194
2047,17,2,539990
2047,18,2,586147
2047,19,2,617586
2047,2,2,478829
2047,20,2,637196
2047,21,2,630223
2047,22,2,618576
2047,23,2,608390
2047,24,2,605184
2047,25,2,589692
2047,26,2,569493
2047,27,2,577372
2047,28,2,584853
2047,29,2,591282
2047,3,2,483497
2047,30,2,597737
2047,31,2,597044
2047,32,2,608875
2047,33,2,607568
2047,34,2,609057
2047,35,2,606846
2047,36,2,614416
2047,37,2,599764
2047,38,2,604382
2047,39,2,618609
2047,4,2,488382
2047,40,2,620088
2047,41,2,608707
2047,42,2,600390
2047,43,2,593751
2047,44,2,588719
2047,45,2,582297
2047,46,2,589721
2047,47,2,590841
2047,48,2,582273
2047,49,2,581163
2047,5,2,492484
2047,50,2,586454
2047,51,2,593064
2047,52,2,577330
2047,53,2,581795
2047,54,2,585861
2047,55,2,563893
2047,56,2,543174
2047,57,2,523585
2047,58,2,510310
2047,59,2,507891
2047,6,2,496542
2047,60,2,510581
2047,61,2,517268
2047,62,2,538226
2047,63,2,545095
2047,64,2,549314
2047,65,2,543130
2047,66,2,533114
2047,67,2,530787
2047,68,2,496327
2047,69,2,485063
2047,7,2,498454
2047,70,2,476509
2047,71,2,467923
2047,72,2,474730
2047,73,2,458285
2047,74,2,456246
2047,75,2,460487
2047,76,2,470361
2047,77,2,477847
2047,78,2,444608
2047,79,2,423083
2047,8,2,500399
2047,80,2,409418
2047,81,2,396952
2047,82,2,400134
2047,83,2,387496
2047,84,2,373961
2047,85,2,361130
2047,86,2,342891
2047,87,2,327805
2047,88,2,294284
2047,89,2,273180
2047,9,2,502187
2047,90,2,251297
2047,91,2,210504
2047,92,2,178862
2047,93,2,144539
2047,94,2,119543
2047,95,2,97716
2047,96,2,73673
2047,97,2,57853
2047,98,2,42877
2047,99,2,33028
2048,0,2,475995
2048,1,2,474159
2048,10,2,505701
2048,100,2,26618
2048,101,2,18263
2048,102,2,11213
2048,103,2,7477
2048,104,2,5086
2048,105,2,3546
2048,106,2,1783
2048,107,2,936
2048,108,2,542
2048,109,2,289
2048,11,2,507031
2048,110,2,152
2048,111,2,86
2048,112,2,36
2048,113,2,7
2048,114,2,5
2048,115,2,3
2048,12,2,508909
2048,13,2,509780
2048,14,2,510248
2048,15,2,534541
2048,16,2,535359
2048,17,2,540228
2048,18,2,585763
2048,19,2,618451
2048,2,2,479596
2048,20,2,637439
2048,21,2,630285
2048,22,2,618876
2048,23,2,608830
2048,24,2,603706
2048,25,2,588275
2048,26,2,568744
2048,27,2,575991
2048,28,2,582781
2048,29,2,589602
2048,3,2,484147
2048,30,2,595287
2048,31,2,599006
2048,32,2,599247
2048,33,2,610415
2048,34,2,609960
2048,35,2,610732
2048,36,2,604397
2048,37,2,616871
2048,38,2,601782
2048,39,2,607043
2048,4,2,488467
2048,40,2,620587
2048,41,2,620943
2048,42,2,610015
2048,43,2,601753
2048,44,2,595277
2048,45,2,590589
2048,46,2,582526
2048,47,2,590265
2048,48,2,591064
2048,49,2,582905
2048,5,2,493070
2048,50,2,580566
2048,51,2,585570
2048,52,2,592451
2048,53,2,576623
2048,54,2,581139
2048,55,2,583977
2048,56,2,562406
2048,57,2,541751
2048,58,2,522119
2048,59,2,509464
2048,6,2,496249
2048,60,2,506131
2048,61,2,509630
2048,62,2,516310
2048,63,2,537209
2048,64,2,543221
2048,65,2,547811
2048,66,2,541312
2048,67,2,531054
2048,68,2,528569
2048,69,2,494301
2048,7,2,500017
2048,70,2,483807
2048,71,2,473544
2048,72,2,464995
2048,73,2,471166
2048,74,2,454921
2048,75,2,454544
2048,76,2,453371
2048,77,2,463538
2048,78,2,470570
2048,79,2,438259
2048,8,2,501654
2048,80,2,419110
2048,81,2,397399
2048,82,2,385548
2048,83,2,388337
2048,84,2,376383
2048,85,2,368077
2048,86,2,342621
2048,87,2,325235
2048,88,2,310920
2048,89,2,278826
2048,9,2,503498
2048,90,2,258621
2048,91,2,217083
2048,92,2,181648
2048,93,2,154802
2048,94,2,125348
2048,95,2,103629
2048,96,2,77170
2048,97,2,58538
2048,98,2,46193
2048,99,2,34268
2049,0,2,475453
2049,1,2,474517
2049,10,2,507046
2049,100,2,27531
2049,101,2,19364
2049,102,2,13391
2049,103,2,8230
2049,104,2,5500
2049,105,2,3758
2049,106,2,2096
2049,107,2,1117
2049,108,2,536
2049,109,2,322
2049,11,2,508534
2049,110,2,181
2049,111,2,75
2049,112,2,43
2049,113,2,19
2049,114,2,4
2049,115,2,3
2049,116,2,2
2049,12,2,509764
2049,13,2,511530
2049,14,2,512248
2049,15,2,536560
2049,16,2,535938
2049,17,2,540437
2049,18,2,586060
2049,19,2,618231
2049,2,2,479995
2049,20,2,638363
2049,21,2,630597
2049,22,2,618983
2049,23,2,609165
2049,24,2,604217
2049,25,2,586690
2049,26,2,567446
2049,27,2,575234
2049,28,2,581361
2049,29,2,587537
2049,3,2,485011
2049,30,2,593657
2049,31,2,596642
2049,32,2,601332
2049,33,2,600832
2049,34,2,612677
2049,35,2,611587
2049,36,2,608337
2049,37,2,606822
2049,38,2,618899
2049,39,2,604543
2049,4,2,489151
2049,40,2,609023
2049,41,2,621506
2049,42,2,622171
2049,43,2,611474
2049,44,2,603224
2049,45,2,597127
2049,46,2,590786
2049,47,2,583159
2049,48,2,590655
2049,49,2,591668
2049,5,2,493186
2049,50,2,582458
2049,51,2,579655
2049,52,2,584952
2049,53,2,591885
2049,54,2,575872
2049,55,2,579254
2049,56,2,582578
2049,57,2,560979
2049,58,2,540232
2049,59,2,521222
2049,6,2,496782
2049,60,2,507604
2049,61,2,505315
2049,62,2,508831
2049,63,2,515260
2049,64,2,535299
2049,65,2,541715
2049,66,2,546006
2049,67,2,539367
2049,68,2,528764
2049,69,2,526447
2049,7,2,499890
2049,70,2,492944
2049,71,2,480741
2049,72,2,470561
2049,73,2,461483
2049,74,2,467928
2049,75,2,453299
2049,76,2,447550
2049,77,2,447181
2049,78,2,456470
2049,79,2,463834
2049,8,2,503185
2049,80,2,434193
2049,81,2,407071
2049,82,2,386016
2049,83,2,374551
2049,84,2,377258
2049,85,2,370729
2049,86,2,349381
2049,87,2,325045
2049,88,2,308662
2049,89,2,294989
2049,9,2,504737
2049,90,2,264098
2049,91,2,223738
2049,92,2,187729
2049,93,2,157399
2049,94,2,134262
2049,95,2,108993
2049,96,2,81946
2049,97,2,61211
2049,98,2,46892
2049,99,2,37180
2050,0,2,475750
2050,1,2,473905
2050,10,2,508166
2050,100,2,30049
2050,101,2,20097
2050,102,2,14238
2050,103,2,9865
2050,104,2,6064
2050,105,2,4086
2050,106,2,2342
2050,107,2,1294
2050,108,2,681
2050,109,2,333
2050,11,2,509886
2050,110,2,199
2050,111,2,88
2050,112,2,38
2050,113,2,30
2050,114,2,12
2050,115,2,2
2050,116,2,2
2050,117,2,1
2050,12,2,511372
2050,13,2,512337
2050,14,2,513983
2050,15,2,538532
2050,16,2,538027
2050,17,2,541032
2050,18,2,586272
2050,19,2,618582
2050,2,2,480454
2050,20,2,638326
2050,21,2,631512
2050,22,2,619170
2050,23,2,609420
2050,24,2,604468
2050,25,2,587465
2050,26,2,565801
2050,27,2,573900
2050,28,2,580784
2050,29,2,586108
2050,3,2,485396
2050,30,2,591587
2050,31,2,595005
2050,32,2,598887
2050,33,2,603026
2050,34,2,603281
2050,35,2,614215
2050,36,2,609225
2050,37,2,610707
2050,38,2,608885
2050,39,2,621693
2050,4,2,490030
2050,40,2,606539
2050,41,2,609953
2050,42,2,622910
2050,43,2,623474
2050,44,2,613019
2050,45,2,605090
2050,46,2,597404
2050,47,2,591420
2050,48,2,583593
2050,49,2,591361
2050,5,2,493876
2050,50,2,591101
2050,51,2,581592
2050,52,2,579010
2050,53,2,584315
2050,54,2,591177
2050,55,2,574121
2050,56,2,577829
2050,57,2,580935
2050,58,2,559401
2050,59,2,539127
2050,6,2,496953
2050,60,2,519361
2050,61,2,506633
2050,62,2,504645
2050,63,2,507913
2050,64,2,513578
2050,65,2,533981
2050,66,2,540047
2050,67,2,544182
2050,68,2,537141
2050,69,2,526752
2050,7,2,500423
2050,70,2,525030
2050,71,2,489926
2050,72,2,477736
2050,73,2,467101
2050,74,2,458358
2050,75,2,466254
2050,76,2,446482
2050,77,2,441324
2050,78,2,440745
2050,79,2,450029
2050,8,2,503180
2050,80,2,459486
2050,81,2,421936
2050,82,2,395716
2050,83,2,375220
2050,84,2,363948
2050,85,2,371752
2050,86,2,352247
2050,87,2,331924
2050,88,2,308792
2050,89,2,293066
2050,9,2,506320
2050,90,2,279911
2050,91,2,228401
2050,92,2,193616
2050,93,2,162630
2050,94,2,136870
2050,95,2,116738
2050,96,2,86441
2050,97,2,65263
2050,98,2,48899
2050,99,2,37594
2051,0,2,475857
2051,1,2,474312
2051,10,2,509839
2051,100,2,30392
2051,101,2,21990
2051,102,2,14771
2051,103,2,10422
